설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,그늘막유형,세부위치,설치년도,전체높이,펼침지름,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
운호고,충청북도,청주시,,충청북도 청주시 서원구 모충동 133-14,36.6245628,127.4860302,접이식그늘막,입구,2025,3,3,모충동 행정복지센터,043-201-6703,2026-03-06,5710000,충청북도 청주시
뚜레주르,충청북도,청주시,,충청북도 청주시 서원구 모충동 522-1,36.62442889,127.4914634,접이식그늘막,맞은편,2025,3,3,모충동 행정복지센터,043-201-6703,2026-03-06,5710000,충청북도 청주시
애견 미용실,충청북도,청주시,충청북도 청주시 서원구 무심서로413번길 6-8 (모충동),충청북도 청주시 서원구 모충동 556,36.6289045,127.481575,접이식그늘막,앞 교통섬,2024,,3.5,모충동 행정복지센터,043-201-6703,2026-03-06,5710000,충청북도 청주시
모충초등학교,충청북도,청주시,충청북도 청주시 서원구 쌍샘로 49 (모충동),충청북도 청주시 서원구 모충동 372,36.62568942,127.478354,스마트그늘막,맞은편,2023,3,5,모충동 행정복지센터,043-201-6703,2026-03-06,5710000,충청북도 청주시
SK신세계 주유소,충청북도,청주시,충청북도 청주시 서원구 서원남로 1 (모충동),충청북도 청주시 서원구 모충동 122-1,36.62151373,127.4874869,접이식그늘막,옆 CU 앞,2019,3.7,5,모충동 행정복지센터,043-201-6703,2026-03-06,5710000,충청북도 청주시
꽃다리사거리,충청북도,청주시,,충청북도 청주시 서원구 모충동 172-8,36.62470483,127.4885016,접이식그늘막,,2018,3.7,5,모충동 행정복지센터,043-201-6703,2026-03-06,5710000,충청북도 청주시
꽃다리사거리,충청북도,청주시,,충청북도 청주시 서원구 모충동 168-2,36.6245984,127.4891051,접이식그늘막,,2018,3.7,5,모충동 행정복지센터,043-201-6703,2026-03-06,5710000,충청북도 청주시
시계탑오거리 삼천리자전거,충청북도,청주시,충청북도 청주시 서원구 예체로 107 (사창동),충청북도 청주시 서원구 사창동 255-12,36.63588551,127.468515,접이식그늘막,맞은편,2019,3.7,3,사창동 행정복지센터,043-201-6662,2026-03-06,5710000,충청북도 청주시
한교고시학원,충청북도,청주시,충청북도 청주시 서원구 사직대로 111 (사창동),충청북도 청주시 서원구 사창동 148-5,36.6351432,127.4597354,접이식그늘막,건물앞,2017,3.7,5,사창동 행정복지센터,043-201-6662,2026-03-06,5710000,충청북도 청주시
메디컬건물,충청북도,청주시,충청북도 청주시 서원구 사직대로 115 (사창동),충청북도 청주시 서원구 사창동 222-7,36.63521308,127.4604041,접이식그늘막,건물앞,2017,3.7,5,사창동 행정복지센터,043-201-6662,2026-03-06,5710000,충청북도 청주시
동물병원,충청북도,청주시,충청북도 청주시 서원구 사직대로 246 (사직동),충청북도 청주시 서원구 사직동 720-31,36.6352865,127.4745262,접이식그늘막,건물앞,2024,3.7,5,사직2동 행정복지센터,043-201-6640,2026-03-06,5710000,충청북도 청주시
파리바게트,충청북도,청주시,,충청북도 청주시 서원구 사직동 930,36.63093386,127.4682652,접이식그늘막,건물앞,2022,3.65,3,사직2동 행정복지센터,043-201-6640,2026-03-06,5710000,충청북도 청주시
청주방송,충청북도,청주시,,충청북도 청주시 서원구 사직동 723,36.63348411,127.479422,접이식그늘막,앞 횡단보도,2021,3.5,3.5,사직2동 행정복지센터,043-201-6640,2026-03-06,5710000,충청북도 청주시
사직분수대,충청북도,청주시,,충청북도 청주시 서원구 사직동 106-7,36.6361875,127.4820727,접이식그늘막,건물앞,2018,3.7,5,사직2동 행정복지센터,043-201-6640,2026-03-06,5710000,충청북도 청주시
롯데캐슬A5단지,충청북도,청주시,"충청북도 청주시 서원구 예체로 30 (사직동, 푸르지오캐슬5단지)",충청북도 청주시 서원구 사직동 934,36.63041944,127.4691568,접이식그늘막,건물앞,2018,3.7,5,사직2동 행정복지센터,043-201-6640,2026-03-06,5710000,충청북도 청주시
충청북도국제교육원,충청북도,청주시,,충청북도 청주시 서원구 사직동 560-32,36.63760778,127.4738522,접이식그늘막,앞 건너편,2025,3.45,3,사직1동 행정복지센터,043-201-6602,2026-03-06,5710000,충청북도 청주시
농협,충청북도,청주시,충청북도 청주시 서원구 사운로 81 (사직동),충청북도 청주시 서원구 사직동 265-36,36.636212,127.4788225,접이식그늘막,앞 교통섬,2024,3.55,5,사직1동 행정복지센터,043-201-6602,2026-03-06,5710000,충청북도 청주시
충청북도국제교육원,충청북도,청주시,,충청북도 청주시 서원구 사직동 560-65,36.6378434,127.4744243,접이식그늘막,건물앞,2023,3.55,4,사직1동 행정복지센터,043-201-6602,2026-03-06,5710000,충청북도 청주시
청주체육관 운동장삼거리 교통섬,충청북도,청주시,,충청북도 청주시 서원구 사직동 580-2,36.6355594,127.4730606,스마트그늘막,,2022,3.1,5,사직1동 행정복지센터,043-201-6602,2026-03-06,5710000,충청북도 청주시
복권판매점,충청북도,청주시,충청북도 청주시 서원구 대원로 28 (사직동),충청북도 청주시 서원구 사직동 222-14,36.6399701,127.4793611,접이식그늘막,건물앞,2022,3.3,4,사직1동 행정복지센터,043-201-6602,2026-03-06,5710000,충청북도 청주시
삼원맨션사거리 교통섬,충청북도,청주시,충청북도 청주시 서원구 사북로 77 (사직동),충청북도 청주시 서원구 사직동 142-8,36.6441133,127.4795931,접이식그늘막,,2022,3.3,4,사직1동 행정복지센터,043-201-6602,2026-03-06,5710000,충청북도 청주시
한벌초등학교,충청북도,청주시,충청북도 청주시 서원구 흥덕로 16 (사직동),충청북도 청주시 서원구 사직동 560,36.63706729,127.474788,접이식그늘막,후문 앞,2022,3.3,3,사직1동 행정복지센터,043-201-6602,2026-03-06,5710000,충청북도 청주시
누리마루레스토랑 진입 전,충청북도,청주시,,충청북도 청주시 서원구 현도면 노산리 993-1,36.45609219,127.4456598,접이식그늘막,,,3.445,3.5,현도면 행정복지센터,043-201-6592,2026-03-06,5710000,충청북도 청주시
현도중학교,충청북도,청주시,,충청북도 청주시 서원구 현도면 선동리 480-1,36.4843504,127.4244949,접이식그늘막,입구,2023,3.5,3.5,현도면 행정복지센터,043-201-6592,2026-03-06,5710000,충청북도 청주시
맥도날드,충청북도,청주시,,충청북도 청주시 흥덕구 비하동 259-5,36.63904426,127.4225591,스마트그늘막,앞,2024,3,5.4,강서1동 행정복지센터,043-201-2143,2026-03-06,5710000,충청북도 청주시
서청주교사거리 롯데마트,충청북도,청주시,,충청북도 청주시 흥덕구 비하동 814,36.645972,127.4223908,접이식그늘막,앞 교통섬,2022,3.65,5,강서1동 행정복지센터,043-201-7902,2026-03-06,5710000,충청북도 청주시
서청주교사거리 지웰시티1차아파트 105동,충청북도,청주시,,충청북도 청주시 흥덕구 비하동 336-6,36.6459764,127.422958,접이식그늘막,앞 교통섬,2022,3.65,5,강서1동 행정복지센터,043-201-7902,2026-03-06,5710000,충청북도 청주시
수제돈까스,충청북도,청주시,,충청북도 청주시 흥덕구 강서동 84-4,36.62399255,127.4261482,접이식그늘막,맞은편 교통섬,2022,3.65,5,강서1동 행정복지센터,043-201-7902,2026-03-06,5710000,충청북도 청주시
청주조개구이 무한리필,충청북도,청주시,,충청북도 청주시 흥덕구 비하동 315-7,36.64082708,127.4220239,접이식그늘막,건물앞,2022,3.65,5,강서1동 행정복지센터,043-201-7902,2026-03-06,5710000,충청북도 청주시
CU편의점,충청북도,청주시,,충청북도 청주시 서원구 분평동 1459-1,36.60660143,127.4841214,접이식그늘막,건물앞,2020,3,4,분평동 행정복지센터,043-201-6754,2026-03-06,5710000,충청북도 청주시
분평주공사거리 다이소,충청북도,청주시,,충청북도 청주시 서원구 분평동 143,36.8915589,127.6998753,접이식그늘막,건물앞,2020,3.5,4,분평동 행정복지센터,043-201-6754,2026-03-06,5710000,충청북도 청주시
하이텍고,충청북도,청주시,,충청북도 청주시 서원구 분평동 1454,36.60849626,127.4910976,접이식그늘막,건물앞,2020,3.5,4,분평동 행정복지센터,043-201-6754,2026-03-06,5710000,충청북도 청주시
남평초등학교,충청북도,청주시,,충청북도 청주시 서원구 분평동 1438,36.6093257,127.4897069,접이식그늘막,건물앞,2019,3.7,3,분평동 행정복지센터,043-201-6754,2026-03-06,5710000,충청북도 청주시
뜨란채A 103동,충청북도,청주시,충청북도 청주시 서원구 월평로 7 (분평동),충청북도 청주시 서원구 분평동 1224,36.61133577,127.4858814,접이식그늘막,건물앞,2019,3.7,3,분평동 행정복지센터,043-201-6754,2026-03-06,5710000,충청북도 청주시
전자랜드,충청북도,청주시,,충청북도 청주시 서원구 분평동 380-34,36.60607593,127.4892054,접이식그늘막,건너편 미평천 방향,2018,3.7,5,분평동 행정복지센터,043-201-6754,2026-03-06,5710000,충청북도 청주시
분평지구대,충청북도,청주시,충청북도 청주시 서원구 분평로 37 (분평동),충청북도 청주시 서원구 분평동 1254,36.6087521,127.4894571,접이식그늘막,건물앞,2018,3.7,3,분평동 행정복지센터,043-201-6754,2026-03-06,5710000,충청북도 청주시
샛별초등학교 인근 횡단보도,충청북도,청주시,,충청북도 청주시 서원구 산남동 1099,36.60944761,127.4718906,접이식그늘막,,2025,3.663,4,산남동 행정복지센터,043-201-6727,2026-03-06,5710000,충청북도 청주시
서원노인복지관 주차장,충청북도,청주시,충청북도 청주시 서원구 원흥로 11-10 (산남동),충청북도 청주시 서원구 산남동 1086,36.60746628,127.4702975,접이식그늘막,입구 앞,2025,3.663,4,산남동 행정복지센터,043-201-6727,2026-03-06,5710000,충청북도 청주시
창조주방,충청북도,청주시,,충청북도 청주시 서원구 미평동 317-8,36.6016424,127.4598411,접이식그늘막,건너편,2024,3.5,5,산남동 행정복지센터,043-201-6727,2026-03-06,5710000,충청북도 청주시
베스킨라빈스,충청북도,청주시,,충청북도 청주시 서원구 산남동 368,36.612255,127.4691501,스마트그늘막,맞은편,2022,3,4,산남동 행정복지센터,043-201-6727,2026-03-06,5710000,충청북도 청주시
산남고등학교 삼거리,충청북도,청주시,,충청북도 청주시 서원구 산남동 368,36.612255,127.4691501,접이식그늘막,맞은편,2022,3.65,4,산남동 행정복지센터,043-201-6727,2026-03-06,5710000,충청북도 청주시
청주지방법원,충청북도,청주시,충청북도 청주시 서원구 산남로62번길 51 (산남동),충청북도 청주시 서원구 산남동 505,36.61435609,127.4676133,접이식그늘막,정문,2021,3.7,4,산남동 행정복지센터,043-201-6727,2026-03-06,5710000,충청북도 청주시
청주지방법원 삼거리,충청북도,청주시,충청북도 청주시 서원구 산남로62번길 51 (산남동),충청북도 청주시 서원구 산남동 505,36.61435609,127.4676133,접이식그늘막,,2021,3.7,5,산남동 행정복지센터,043-201-6727,2026-03-06,5710000,충청북도 청주시
충청북도교육청,충청북도,청주시,,충청북도 청주시 서원구 미평동 6-1,36.60630915,127.4798055,접이식그늘막,앞 횡단보도,2020,3,4,산남동 행정복지센터,043-201-6727,2026-03-06,5710000,충청북도 청주시
컴포즈커피 산남점,충청북도,청주시,충청북도 청주시 서원구 산남로 68 (산남동),충청북도 청주시 서원구 산남동 659,36.6113337,127.4665197,접이식그늘막,건물앞,2020,3.5,4,산남동 행정복지센터,043-201-6727,2026-03-06,5710000,충청북도 청주시
T-WORLD,충청북도,청주시,충청북도 청주시 서원구 산남로 60 (산남동),충청북도 청주시 서원구 산남동 656,36.6114104,127.4675383,접이식그늘막,건물앞,2020,3.5,4,산남동 행정복지센터,043-201-6727,2026-03-06,5710000,충청북도 청주시
법원충전소,충청북도,청주시,,충청북도 청주시 서원구 산남동 350,36.61551418,127.470767,접이식그늘막,앞 교통섬,2019,3.7,3,산남동 행정복지센터,043-201-6727,2026-03-06,5710000,충청북도 청주시
금성자동차학원,충청북도,청주시,,충청북도 청주시 서원구 산남동 272-5,36.61527098,127.4713988,접이식그늘막,건너편 교통섬,2019,3.7,3,산남동 행정복지센터,043-201-6727,2026-03-06,5710000,충청북도 청주시
한촌설렁탕,충청북도,청주시,,충청북도 청주시 서원구 분평동 289-26,36.61012549,127.4777898,접이식그늘막,건물앞,2019,3.7,3,산남동 행정복지센터,043-201-6727,2026-03-06,5710000,충청북도 청주시
무인발급창구 산남사거리,충청북도,청주시,충청북도 청주시 서원구 두꺼비로78번길 2 (산남동),충청북도 청주시 서원구 산남동 664,36.6112239,127.4648032,접이식그늘막,산남중 맞은편,2018,3.7,5,산남동 행정복지센터,043-201-6727,2026-03-06,5710000,충청북도 청주시
갑진주유소,충청북도,청주시,충청북도 청주시 서원구 청남로2005번길 2 (분평동),충청북도 청주시 서원구 분평동 246-3,36.6116472,127.484476,접이식그늘막,건물앞,2018,3.7,5,산남동 행정복지센터,043-201-6727,2026-03-06,5710000,충청북도 청주시
계룡리슈빌A,충청북도,청주시,충청북도 청주시 서원구 산남로 43 (산남동),충청북도 청주시 서원구 산남동 841,36.6110759,127.469268,접이식그늘막,맞은편,2017,3.7,5,산남동 행정복지센터,043-201-6727,2026-03-06,5710000,충청북도 청주시
나능이 버섯백숙 앞 횡단보도,강원특별자치도,강릉시,,강원특별자치도 강릉시 송정동 945,37.7773390665,128.9317498782,스마트그늘막,,2018,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
LG베스트? 앞 횡단보도,강원특별자치도,강릉시,,강원특별자치도 강릉시 송정동 612,37.7702016504,128.9200084092,접이식그늘막,,2023,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
경포고 앞 횡단보도(대성셀틱 에너지스 앞),강원특별자치도,강릉시,,강원특별자치도 강릉시 송정동 371-2,37.7816429191,128.9193077338,접이식그늘막,,2020,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
송정한신아파트,강원특별자치도,강릉시,,강원특별자치도 강릉시 견소동 204-1,37.7741713413,128.9369795339,접이식그늘막,,2019,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
동명초 옆 건강보험관리공단 교통섬,강원특별자치도,강릉시,,강원특별자치도 강릉시 송정동 545-2,37.7719096154,128.92298644,스마트그늘막,,2025,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
송정한신 더휴아파트 앞 횡단보도,강원특별자치도,강릉시,,강원특별자치도 강릉시 송정동 552-2,37.7735264553,128.9261949188,접이식그늘막,,2019,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
송정한신 더휴아파트 앞 횡단보도(동부지구대 앞),강원특별자치도,강릉시,,강원특별자치도 강릉시 송정동 741-3,37.7737186838,128.925930917,접이식그늘막,,2019,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
강릉샌드 건너편,강원특별자치도,강릉시,,강원특별자치도 강릉시 강문동 283-14,37.7950357901,128.9145680451,스마트그늘막,,2025,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
강릉샌드 앞,강원특별자치도,강릉시,,강원특별자치도 강릉시 강문동 283-14,37.7950357901,128.9145680451,스마트그늘막,,2025,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
커피박물관 앞,강원특별자치도,강릉시,,강원특별자치도 강릉시 강문동 146-37,37.794197388,128.9163840242,스마트그늘막,,2025,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
커피박물관 건너편,강원특별자치도,강릉시,,강원특별자치도 강릉시 강문동 146-37,37.794197388,128.9163840242,스마트그늘막,,2025,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
강릉교회 앞 횡단보도 (주자창 건너편),강원특별자치도,강릉시,,강원특별자치도 강릉시 강문동 146-37,37.794197388,128.9163840242,접이식그늘막,,2020,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
강릉교회 앞 횡단보도(주차장 앞),강원특별자치도,강릉시,,강원특별자치도 강릉시 강문동 146-37,37.794197388,128.9163840242,접이식그늘막,,2020,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
동명중 근처 포남주유소 앞(동명중학교 입구),강원특별자치도,강릉시,,강원특별자치도 강릉시 포남동 1231-9,37.7766662255,128.9156213745,접이식그늘막,,2019,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
강릉시립도서관 앞,강원특별자치도,강릉시,,강원특별자치도 강릉시 포남동 1295-1,37.7730283024,128.9130093997,접이식그늘막,,2019,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
인창어반포레 사거리,경기도,구리시,,경기도 구리시 인창동 320-2,37.603785,127.140069,스마트그늘막,,2022,3,3.2,경기도 구리시,031-550-2456,2026-02-19,3980000,경기도 구리시
도자공원 앞 삼거리(1),경기도,광주시,,경기도 광주시 곤지암읍 삼리 98-11,37.35422193,127.3291166,접이식그늘막,,2019,4,4,경기도 광주시청,031-760-8691,2026-02-04,5540000,경기도 광주시
도자공원 앞 삼거리(2),경기도,광주시,,경기도 광주시 곤지암읍 삼리 89-4,37.35349103,127.3284412,접이식그늘막,,2019,5,5,경기도 광주시청,031-760-8691,2026-02-04,5540000,경기도 광주시
삼환신일상가 앞,경기도,구리시,경기도 구리시 건원대로34번길 35   (인창동),경기도 구리시 인창동 667-1,37.60469668,127.1422041,스마트그늘막,,2022,3,5.4,경기도 구리시,031-550-2456,2026-02-19,3980000,경기도 구리시
곤지암사거리(1),경기도,광주시,,경기도 광주시 곤지암읍 곤지암리 566,37.3485323,127.3467004,접이식그늘막,,2019,4,4,경기도 광주시청,031-760-8691,2026-02-04,5540000,경기도 광주시
곤지암천로 사거리,경기도,광주시,경기도 광주시 곤지암읍 곤지암천로 333,경기도 광주시 곤지암읍 곤지암리 353-1,37.35055275,127.346173,접이식그늘막,,2019,4,4,경기도 광주시청,031-760-8691,2026-02-04,5540000,경기도 광주시
곤지암사거리(2),경기도,광주시,,경기도 광주시 곤지암읍 곤지암리 563,37.3493464,127.3452863,접이식그늘막,,2020,4,4,경기도 광주시청,031-760-8691,2026-02-04,5540000,경기도 광주시
곤지암터미널 건너편,경기도,광주시,,경기도 광주시 곤지암읍 곤지암리 543,37.35044666,127.3410555,접이식그늘막,,2020,3,3,경기도 광주시청,031-760-8691,2026-02-04,5540000,경기도 광주시
공설묘지입구사거리,경기도,구리시,,경기도 구리시 사노동 199-7,37.63036758,127.140841,스마트그늘막,,2022,3,3.2,경기도 구리시,031-550-2456,2026-02-19,3980000,경기도 구리시
유승한내들 입구,강원특별자치도,강릉시,,강원특별자치도 강릉시 유천동 789,37.758391376,128.8728371371,스마트그늘막,,2022,3,2.5,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
유천저류지 쪽,강원특별자치도,강릉시,,강원특별자치도 강릉시 유천동 789,37.758391376,128.8728371371,스마트그늘막,,2022,3,3.55,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
유승한내들 정문,강원특별자치도,강릉시,,강원특별자치도 강릉시 유천동 789,37.758391376,128.8728371371,접이식그늘막,,2024,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
고려대학교 국제어학원 앞,강원특별자치도,강릉시,,강원특별자치도 강릉시 지변동 692-1,37.7716751852,128.878912357,접이식그늘막,,2020,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
위촌길,강원특별자치도,강릉시,,강원특별자치도 강릉시 유천동 418-9,37.7590073222,128.8656968181,접이식그늘막,,2020,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
유승한내들 사거리(유승한내들아파트 쪽),강원특별자치도,강릉시,,강원특별자치도 강릉시 유천동 789,37.758391376,128.8728371371,접이식그늘막,,2019,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
경포대 맞은편 버스정류장,강원특별자치도,강릉시,,강원특별자치도 강릉시 저동 133-3,37.7952838003,128.8972194953,접이식그늘막,,2019,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
솔올교차로(교1동 주민센터 방면),강원특별자치도,강릉시,,강원특별자치도 강릉시 유천동 산 16-9,37.7651229253,128.8733571739,스마트그늘막,,2023,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
솔올교차로(치대병원방향),강원특별자치도,강릉시,,강원특별자치도 강릉시 유천동 97-6,37.765429926,128.8735571032,스마트그늘막,,2023,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
강릉원주대학교 치과병원 건너편(유촌택지 쪽),강원특별자치도,강릉시,,강원특별자치도 강릉시 유천동 787,37.7643808556,128.871722887,접이식그늘막,,2019,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
강릉원주대학교 치대병원 앞(치대방향),강원특별자치도,강릉시,,강원특별자치도 강릉시 유천동 787,37.7643808556,128.871722887,스마트그늘막,,2025,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
선수촌 8단지 입구 우측,강원특별자치도,강릉시,,강원특별자치도 강릉시 유천동 778,37.7614905342,128.869929584,스마트그늘막,,2025,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
바나프레소 앞 교통섬,강원특별자치도,강릉시,,강원특별자치도 강릉시 입암동 708-4,37.7587418503,128.9204676233,스마트그늘막,,2025,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
파리바게트 앞 교통섬,강원특별자치도,강릉시,,강원특별자치도 강릉시 입암동 97-2,37.7599649603,128.9183617501,스마트그늘막,,2025,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
중앙초등학교 건너편 횡단보도,강원특별자치도,강릉시,,강원특별자치도 강릉시 입암동 710-5,37.7569098287,128.9206491834,접이식그늘막,,2024,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
홍콩반점 앞 횡단보도,강원특별자치도,강릉시,,강원특별자치도 강릉시 입암동 84-1,37.7608416455,128.917862041,스마트그늘막,,2018,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
입암지하차도 윗길 횡단보도 교통섬,강원특별자치도,강릉시,,강원특별자치도 강릉시 입암동 680-2,37.7558602457,128.9087968586,스마트그늘막,,2023,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
성덕초등학교 앞(또 왔네 문구슈퍼 앞),강원특별자치도,강릉시,,강원특별자치도 강릉시 입암동 442-3,37.7544602444,128.9112886314,접이식그늘막,,2020,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
더 샵 아파트 후문 교차로(병무청 아래 교차로-좌측),강원특별자치도,강릉시,,강원특별자치도 강릉시 입암동 676-1,37.7482166204,128.9089517962,접이식그늘막,,2019,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
행복예식장 앞 교통섬(우),강원특별자치도,강릉시,,강원특별자치도 강릉시 포남동 1197-6,37.7701418715,128.9027172572,스마트그늘막,,2025,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
행복예식장 앞 교통섬(좌),강원특별자치도,강릉시,,강원특별자치도 강릉시 포남동 1197-6,37.7701418715,128.9027172572,스마트그늘막,,2025,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
강릉기아 앞 교통섬,강원특별자치도,강릉시,,강원특별자치도 강릉시 포남동 1197-27,37.7695468958,128.9091023508,스마트그늘막,,2023,3,5,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
포남동 강릉농협 앞,강원특별자치도,강릉시,,강원특별자치도 강릉시 포남동 1197-13,37.7672819123,128.906007453,스마트그늘막,,2023,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
황금들녘 교차로,강원특별자치도,강릉시,,강원특별자치도 강릉시 포남동 1316,37.772157048,128.9115149955,접이식그늘막,,2019,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
형제수산회배달 교차로,강원특별자치도,강릉시,,강원특별자치도 강릉시 포남동 1272,37.7693027014,128.9179127408,접이식그늘막,,2019,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
포남 LH1단지 앞(남강초교 건너편),강원특별자치도,강릉시,,강원특별자치도 강릉시 포남동 1197-3,37.773496634,128.9116141316,접이식그늘막,,2019,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
유니클로 앞 교차로(구. 동해상사),강원특별자치도,강릉시,,강원특별자치도 강릉시 포남동 1005-254,37.7642852633,128.9097977981,접이식그늘막,,2018,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
강릉소망교회 앞 횡단보도,강원특별자치도,강릉시,,강원특별자치도 강릉시 교동 332,37.7708078494,128.9007035841,스마트그늘막,,2025,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
강릉시 용지로 176 (강릉역 이디아 건너편 교통섬),강원특별자치도,강릉시,,강원특별자치도 강릉시 교동 176,37.7634700000,128.8990000000,스마트그늘막,,2022,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
강릉역 건너편 버스승강장,강원특별자치도,강릉시,,강원특별자치도 강릉시 교동 118,37.7645303701,128.8996632456,스마트그늘막,,2021,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
화부산교차로(6시방향),강원특별자치도,강릉시,,강원특별자치도 강릉시 교동 118-1,37.7644691051,128.8984211512,스마트그늘막,,2025,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
가위소리 앞,강원특별자치도,강릉시,,강원특별자치도 강릉시 교동 292-1,37.7654826394,128.8925319417,접이식그늘막,,2020,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
강릉역 CU편의점 건너편,강원특별자치도,강릉시,,강원특별자치도 강릉시 교동 108-6,37.7642947829,128.9001349077,접이식그늘막,,2020,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
교2동 e편한세상 입구 좌측,강원특별자치도,강릉시,,강원특별자치도 강릉시 교동 323-1,37.7699621213,128.8943517313,접이식그늘막,,2019,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
율곡교차로 (율곡중학교 방향 교통섬),강원특별자치도,강릉시,,강원특별자치도 강릉시 교동 713-1,37.7703976153,128.8922181505,스마트그늘막,,2024,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
교2동 스타벅스 건너편 교통섬(율곡중 방면),강원특별자치도,강릉시,,강원특별자치도 강릉시 교동 707-90,37.7704035124,128.891570174,스마트그늘막,,2024,3,3,강원특별자치도 강릉시청,033-640-5943,2026-01-12,4201000,강원특별자치도 강릉시
